price buy,capacity,nb doors,safety,lug_boot,price maint,accept
high,med,2,unacc,med,2,vhigh
high,med,2,unacc,high,2,vhigh
high,big,2,unacc,low,2,vhigh
high,big,2,unacc,med,2,vhigh
high,big,2,unacc,high,2,vhigh
high,small,4,unacc,low,2,vhigh
high,small,4,unacc,med,2,vhigh
high,small,4,unacc,high,2,vhigh
high,med,4,unacc,low,2,vhigh
high,med,4,unacc,med,2,vhigh
high,med,4,unacc,high,2,vhigh
high,big,4,unacc,low,2,vhigh
high,big,4,unacc,med,2,vhigh
high,big,4,unacc,high,2,vhigh
high,small,more,unacc,low,2,vhigh
high,small,more,unacc,med,2,vhigh
high,small,more,unacc,high,2,vhigh
high,med,more,unacc,low,2,vhigh
high,med,more,unacc,med,2,vhigh
high,med,more,unacc,high,2,vhigh
high,big,more,unacc,low,2,vhigh
high,big,more,unacc,med,2,vhigh
high,big,more,unacc,high,2,vhigh
high,small,2,unacc,low,3,vhigh
high,small,2,unacc,med,3,vhigh
high,small,2,unacc,high,3,vhigh
high,med,2,unacc,low,3,vhigh
high,med,2,unacc,med,3,vhigh
high,med,2,unacc,high,3,vhigh
high,big,2,unacc,low,3,vhigh
high,big,2,unacc,med,3,vhigh
high,big,2,unacc,high,3,vhigh
high,small,4,unacc,low,3,vhigh
high,small,4,unacc,med,3,vhigh
high,small,4,unacc,high,3,vhigh
high,med,4,unacc,low,3,vhigh
high,med,4,unacc,med,3,vhigh
high,med,4,unacc,high,3,vhigh
high,big,4,unacc,low,3,vhigh
high,big,4,unacc,med,3,vhigh
high,big,4,unacc,high,3,vhigh
high,small,more,unacc,low,3,vhigh
high,small,more,unacc,med,3,vhigh
high,small,more,unacc,high,3,vhigh
high,med,more,unacc,low,3,vhigh
high,med,more,unacc,med,3,vhigh
high,med,more,unacc,high,3,vhigh
high,big,more,unacc,low,3,vhigh
high,big,more,unacc,med,3,vhigh
high,big,more,unacc,high,3,vhigh
high,small,2,unacc,low,4,vhigh
high,small,2,unacc,med,4,vhigh
high,small,2,unacc,high,4,vhigh
high,med,2,unacc,low,4,vhigh
high,med,2,unacc,med,4,vhigh
high,med,2,unacc,high,4,vhigh
high,big,2,unacc,low,4,vhigh
high,big,2,unacc,med,4,vhigh
high,big,2,unacc,high,4,vhigh
high,small,4,unacc,low,4,vhigh
high,small,4,unacc,med,4,vhigh
high,small,4,unacc,high,4,vhigh
high,med,4,unacc,low,4,vhigh
high,med,4,unacc,med,4,vhigh
high,med,4,unacc,high,4,vhigh
high,big,4,unacc,low,4,vhigh
high,big,4,unacc,med,4,vhigh
high,big,4,unacc,high,4,vhigh
high,small,more,unacc,low,4,vhigh
high,small,more,unacc,med,4,vhigh
high,small,more,unacc,high,4,vhigh
high,med,more,unacc,low,4,vhigh
high,med,more,unacc,med,4,vhigh
high,med,more,unacc,high,4,vhigh
high,big,more,unacc,low,4,vhigh
high,big,more,unacc,med,4,vhigh
high,big,more,unacc,high,4,vhigh
high,small,2,unacc,low,5more,vhigh
high,small,2,unacc,med,5more,vhigh
high,small,2,unacc,high,5more,vhigh
high,med,2,unacc,low,5more,vhigh
high,med,2,unacc,med,5more,vhigh
high,med,2,unacc,high,5more,vhigh
high,big,2,unacc,low,5more,vhigh
high,big,2,unacc,med,5more,vhigh
high,big,2,unacc,high,5more,vhigh
high,small,4,unacc,low,5more,vhigh
high,small,4,unacc,med,5more,vhigh
high,small,4,unacc,high,5more,vhigh
high,med,4,unacc,low,5more,vhigh
high,med,4,unacc,med,5more,vhigh
high,med,4,unacc,high,5more,vhigh
high,big,4,unacc,low,5more,vhigh
high,big,4,unacc,med,5more,vhigh
high,big,4,unacc,high,5more,vhigh
high,small,more,unacc,low,5more,vhigh
high,small,more,unacc,med,5more,vhigh
high,small,more,unacc,high,5more,vhigh
high,med,more,unacc,low,5more,vhigh
high,med,more,unacc,med,5more,vhigh
high,med,more,unacc,high,5more,vhigh
high,big,more,unacc,low,5more,vhigh
high,big,more,unacc,med,5more,vhigh
high,big,more,unacc,high,5more,vhigh
med,small,2,unacc,low,2,vhigh
med,small,2,unacc,med,2,vhigh
med,small,2,unacc,high,2,vhigh
med,med,2,unacc,low,2,vhigh
med,med,2,unacc,med,2,vhigh
med,med,2,unacc,high,2,vhigh
med,big,2,unacc,low,2,vhigh
med,big,2,unacc,med,2,vhigh
med,big,2,unacc,high,2,vhigh
med,small,4,unacc,low,2,vhigh
med,small,4,unacc,med,2,vhigh
med,small,4,acc,high,2,vhigh
med,med,4,unacc,low,2,vhigh
med,med,4,unacc,med,2,vhigh
med,med,4,acc,high,2,vhigh
med,big,4,unacc,low,2,vhigh
med,big,4,acc,med,2,vhigh
med,big,4,acc,high,2,vhigh
med,small,more,unacc,low,2,vhigh
med,small,more,unacc,med,2,vhigh
med,small,more,unacc,high,2,vhigh
med,med,more,unacc,low,2,vhigh
med,med,more,unacc,med,2,vhigh
med,med,more,acc,high,2,vhigh
med,big,more,unacc,low,2,vhigh
med,big,more,acc,med,2,vhigh
med,big,more,acc,high,2,vhigh
med,small,2,unacc,low,3,vhigh
med,small,2,unacc,med,3,vhigh
med,small,2,unacc,high,3,vhigh
med,med,2,unacc,low,3,vhigh
med,med,2,unacc,med,3,vhigh
med,med,2,unacc,high,3,vhigh
med,big,2,unacc,low,3,vhigh
med,big,2,unacc,med,3,vhigh
med,big,2,unacc,high,3,vhigh
med,small,4,unacc,low,3,vhigh
med,small,4,unacc,med,3,vhigh
med,small,4,acc,high,3,vhigh
med,med,4,unacc,low,3,vhigh
med,med,4,unacc,med,3,vhigh
med,med,4,acc,high,3,vhigh
med,big,4,unacc,low,3,vhigh
med,big,4,acc,med,3,vhigh
med,big,4,acc,high,3,vhigh
med,small,more,unacc,low,3,vhigh
med,small,more,unacc,med,3,vhigh
med,small,more,acc,high,3,vhigh
med,med,more,unacc,low,3,vhigh
med,med,more,acc,med,3,vhigh
med,med,more,acc,high,3,vhigh
med,big,more,unacc,low,3,vhigh
med,big,more,acc,med,3,vhigh
med,big,more,acc,high,3,vhigh
med,small,2,unacc,low,4,vhigh
med,small,2,unacc,med,4,vhigh
med,small,2,unacc,high,4,vhigh
med,med,2,unacc,low,4,vhigh
med,med,2,unacc,med,4,vhigh
med,med,2,unacc,high,4,vhigh
med,big,2,unacc,low,4,vhigh
med,big,2,unacc,med,4,vhigh
med,big,2,unacc,high,4,vhigh
med,small,4,unacc,low,4,vhigh
med,small,4,unacc,med,4,vhigh
med,small,4,acc,high,4,vhigh
med,med,4,unacc,low,4,vhigh
med,med,4,acc,med,4,vhigh
med,med,4,acc,high,4,vhigh
med,big,4,unacc,low,4,vhigh
med,big,4,acc,med,4,vhigh
med,big,4,acc,high,4,vhigh
med,small,more,unacc,low,4,vhigh
med,small,more,unacc,med,4,vhigh
med,small,more,acc,high,4,vhigh
med,med,more,unacc,low,4,vhigh
med,med,more,acc,med,4,vhigh
med,med,more,acc,high,4,vhigh
med,big,more,unacc,low,4,vhigh
med,big,more,acc,med,4,vhigh
med,big,more,acc,high,4,vhigh
med,small,2,unacc,low,5more,vhigh
med,small,2,unacc,med,5more,vhigh
med,small,2,unacc,high,5more,vhigh
med,med,2,unacc,low,5more,vhigh
med,med,2,unacc,med,5more,vhigh
med,med,2,unacc,high,5more,vhigh
med,big,2,unacc,low,5more,vhigh
med,big,2,unacc,med,5more,vhigh
med,big,2,unacc,high,5more,vhigh
med,small,4,unacc,low,5more,vhigh
med,small,4,unacc,med,5more,vhigh
med,small,4,acc,high,5more,vhigh
med,med,4,unacc,low,5more,vhigh
med,med,4,acc,med,5more,vhigh
med,med,4,acc,high,5more,vhigh
med,big,4,unacc,low,5more,vhigh
med,big,4,acc,med,5more,vhigh
med,big,4,acc,high,5more,vhigh
med,small,more,unacc,low,5more,vhigh
med,small,more,unacc,med,5more,vhigh
med,small,more,acc,high,5more,vhigh
med,med,more,unacc,low,5more,vhigh
med,med,more,acc,med,5more,vhigh
med,med,more,acc,high,5more,vhigh
med,big,more,unacc,low,5more,vhigh
med,big,more,acc,med,5more,vhigh
med,big,more,acc,high,5more,vhigh
low,small,2,unacc,low,2,vhigh
low,small,2,unacc,med,2,vhigh
low,small,2,unacc,high,2,vhigh
low,med,2,unacc,low,2,vhigh
low,med,2,unacc,med,2,vhigh
low,med,2,unacc,high,2,vhigh
low,big,2,unacc,low,2,vhigh
low,big,2,unacc,med,2,vhigh
low,big,2,unacc,high,2,vhigh
low,small,4,unacc,low,2,vhigh
low,small,4,unacc,med,2,vhigh
low,small,4,acc,high,2,vhigh
low,med,4,unacc,low,2,vhigh
low,med,4,unacc,med,2,vhigh
low,med,4,acc,high,2,vhigh
low,big,4,unacc,low,2,vhigh
low,big,4,acc,med,2,vhigh
low,big,4,acc,high,2,vhigh
low,small,more,unacc,low,2,vhigh
low,small,more,unacc,med,2,vhigh
low,small,more,unacc,high,2,vhigh
low,med,more,unacc,low,2,vhigh
low,med,more,unacc,med,2,vhigh
low,med,more,acc,high,2,vhigh
low,big,more,unacc,low,2,vhigh
low,big,more,acc,med,2,vhigh
low,big,more,acc,high,2,vhigh
low,small,2,unacc,low,3,vhigh
low,small,2,unacc,med,3,vhigh
low,small,2,unacc,high,3,vhigh
low,med,2,unacc,low,3,vhigh
low,med,2,unacc,med,3,vhigh
low,med,2,unacc,high,3,vhigh
low,big,2,unacc,low,3,vhigh
low,big,2,unacc,med,3,vhigh
low,big,2,unacc,high,3,vhigh
low,small,4,unacc,low,3,vhigh
low,small,4,unacc,med,3,vhigh
low,small,4,acc,high,3,vhigh
low,med,4,unacc,low,3,vhigh
low,med,4,unacc,med,3,vhigh
low,med,4,acc,high,3,vhigh
low,big,4,unacc,low,3,vhigh
low,big,4,acc,med,3,vhigh
low,big,4,acc,high,3,vhigh
low,small,more,unacc,low,3,vhigh
low,small,more,unacc,med,3,vhigh
low,small,more,acc,high,3,vhigh
low,med,more,unacc,low,3,vhigh
low,med,more,acc,med,3,vhigh
low,med,more,acc,high,3,vhigh
low,big,more,unacc,low,3,vhigh
low,big,more,acc,med,3,vhigh
low,big,more,acc,high,3,vhigh
low,small,2,unacc,low,4,vhigh
low,small,2,unacc,med,4,vhigh
low,small,2,unacc,high,4,vhigh
low,med,2,unacc,low,4,vhigh
low,med,2,unacc,med,4,vhigh
low,med,2,unacc,high,4,vhigh
low,big,2,unacc,low,4,vhigh
low,big,2,unacc,med,4,vhigh
low,big,2,unacc,high,4,vhigh
low,small,4,unacc,low,4,vhigh
low,small,4,unacc,med,4,vhigh
low,small,4,acc,high,4,vhigh
low,med,4,unacc,low,4,vhigh
low,med,4,acc,med,4,vhigh
low,med,4,acc,high,4,vhigh
low,big,4,unacc,low,4,vhigh
low,big,4,acc,med,4,vhigh
low,big,4,acc,high,4,vhigh
low,small,more,unacc,low,4,vhigh
low,small,more,unacc,med,4,vhigh
low,small,more,acc,high,4,vhigh
low,med,more,unacc,low,4,vhigh
low,med,more,acc,med,4,vhigh
low,med,more,acc,high,4,vhigh
low,big,more,unacc,low,4,vhigh
low,big,more,acc,med,4,vhigh
low,big,more,acc,high,4,vhigh
low,small,2,unacc,low,5more,vhigh
low,small,2,unacc,med,5more,vhigh
low,small,2,unacc,high,5more,vhigh
low,med,2,unacc,low,5more,vhigh
low,med,2,unacc,med,5more,vhigh
low,med,2,unacc,high,5more,vhigh
low,big,2,unacc,low,5more,vhigh
low,big,2,unacc,med,5more,vhigh
low,big,2,unacc,high,5more,vhigh
low,small,4,unacc,low,5more,vhigh
low,small,4,unacc,med,5more,vhigh
low,small,4,acc,high,5more,vhigh
low,med,4,unacc,low,5more,vhigh
low,med,4,acc,med,5more,vhigh
low,med,4,acc,high,5more,vhigh
low,big,4,unacc,low,5more,vhigh
low,big,4,acc,med,5more,vhigh
low,big,4,acc,high,5more,vhigh
low,small,more,unacc,low,5more,vhigh
low,small,more,unacc,med,5more,vhigh
low,small,more,acc,high,5more,vhigh
low,med,more,unacc,low,5more,vhigh
low,med,more,acc,med,5more,vhigh
low,med,more,acc,high,5more,vhigh
low,big,more,unacc,low,5more,vhigh
low,big,more,acc,med,5more,vhigh
low,big,more,acc,high,5more,vhigh
vhigh,small,2,unacc,low,2,high
vhigh,small,2,unacc,med,2,high
vhigh,small,2,unacc,high,2,high
vhigh,med,2,unacc,low,2,high
vhigh,med,2,unacc,med,2,high
vhigh,med,2,unacc,high,2,high
vhigh,big,2,unacc,low,2,high
vhigh,big,2,unacc,med,2,high
vhigh,big,2,unacc,high,2,high
vhigh,small,4,unacc,low,2,high
vhigh,small,4,unacc,med,2,high
vhigh,small,4,unacc,high,2,high
vhigh,med,4,unacc,low,2,high
vhigh,med,4,unacc,med,2,high
vhigh,med,4,unacc,high,2,high
vhigh,big,4,unacc,low,2,high
vhigh,big,4,unacc,med,2,high
vhigh,big,4,unacc,high,2,high
vhigh,small,more,unacc,low,2,high
vhigh,small,more,unacc,med,2,high
vhigh,small,more,unacc,high,2,high
vhigh,med,more,unacc,low,2,high
vhigh,med,more,unacc,med,2,high
vhigh,med,more,unacc,high,2,high
vhigh,big,more,unacc,low,2,high
vhigh,big,more,unacc,med,2,high
vhigh,big,more,unacc,high,2,high
vhigh,small,2,unacc,low,3,high
vhigh,small,2,unacc,med,3,high
vhigh,small,2,unacc,high,3,high
vhigh,med,2,unacc,low,3,high
vhigh,med,2,unacc,med,3,high
vhigh,med,2,unacc,high,3,high
vhigh,big,2,unacc,low,3,high
vhigh,big,2,unacc,med,3,high
vhigh,big,2,unacc,high,3,high
vhigh,small,4,unacc,low,3,high
vhigh,small,4,unacc,med,3,high
vhigh,small,4,unacc,high,3,high
vhigh,med,4,unacc,low,3,high
vhigh,med,4,unacc,med,3,high
vhigh,med,4,unacc,high,3,high
vhigh,big,4,unacc,low,3,high
vhigh,big,4,unacc,med,3,high
vhigh,big,4,unacc,high,3,high
vhigh,small,more,unacc,low,3,high
vhigh,small,more,unacc,med,3,high
vhigh,small,more,unacc,high,3,high
vhigh,med,more,unacc,low,3,high
vhigh,med,more,unacc,med,3,high
vhigh,med,more,unacc,high,3,high
vhigh,big,more,unacc,low,3,high
vhigh,big,more,unacc,med,3,high
vhigh,big,more,unacc,high,3,high
vhigh,small,2,unacc,low,4,high
vhigh,small,2,unacc,med,4,high
vhigh,small,2,unacc,high,4,high
vhigh,med,2,unacc,low,4,high
vhigh,med,2,unacc,med,4,high
vhigh,med,2,unacc,high,4,high
vhigh,big,2,unacc,low,4,high
vhigh,big,2,unacc,med,4,high
vhigh,big,2,unacc,high,4,high
vhigh,small,4,unacc,low,4,high
vhigh,small,4,unacc,med,4,high
vhigh,small,4,unacc,high,4,high
vhigh,med,4,unacc,low,4,high
vhigh,med,4,unacc,med,4,high
vhigh,med,4,unacc,high,4,high
vhigh,big,4,unacc,low,4,high
vhigh,big,4,unacc,med,4,high
vhigh,big,4,unacc,high,4,high
vhigh,small,more,unacc,low,4,high
vhigh,small,more,unacc,med,4,high
vhigh,small,more,unacc,high,4,high
vhigh,med,more,unacc,low,4,high
vhigh,med,more,unacc,med,4,high
vhigh,med,more,unacc,high,4,high
vhigh,big,more,unacc,low,4,high
vhigh,big,more,unacc,med,4,high
vhigh,big,more,unacc,high,4,high
vhigh,small,2,unacc,low,5more,high
vhigh,small,2,unacc,med,5more,high
vhigh,small,2,unacc,high,5more,high
vhigh,med,2,unacc,low,5more,high
vhigh,med,2,unacc,med,5more,high
vhigh,med,2,unacc,high,5more,high
vhigh,big,2,unacc,low,5more,high
vhigh,big,2,unacc,med,5more,high
vhigh,big,2,unacc,high,5more,high
vhigh,small,4,unacc,low,5more,high
vhigh,small,4,unacc,med,5more,high
vhigh,small,4,unacc,high,5more,high
vhigh,med,4,unacc,low,5more,high
vhigh,med,4,unacc,med,5more,high
vhigh,med,4,unacc,high,5more,high
vhigh,big,4,unacc,low,5more,high
vhigh,big,4,unacc,med,5more,high
vhigh,big,4,unacc,high,5more,high
vhigh,small,more,unacc,low,5more,high
vhigh,small,more,unacc,med,5more,high
vhigh,small,more,unacc,high,5more,high
vhigh,med,more,unacc,low,5more,high
vhigh,med,more,unacc,med,5more,high
vhigh,med,more,unacc,high,5more,high
vhigh,big,more,unacc,low,5more,high
vhigh,big,more,unacc,med,5more,high
vhigh,big,more,unacc,high,5more,high
high,small,2,unacc,low,2,high
high,small,2,unacc,med,2,high
high,small,2,unacc,high,2,high
high,med,2,unacc,low,2,high
high,med,2,unacc,med,2,high
high,med,2,unacc,high,2,high
high,big,2,unacc,low,2,high
high,big,2,unacc,med,2,high
high,big,2,unacc,high,2,high
high,small,4,unacc,low,2,high
high,small,4,unacc,med,2,high
high,small,4,acc,high,2,high
high,med,4,unacc,low,2,high
high,med,4,unacc,med,2,high
high,med,4,acc,high,2,high
high,big,4,unacc,low,2,high
high,big,4,acc,med,2,high
high,big,4,acc,high,2,high
high,small,more,unacc,low,2,high
high,small,more,unacc,med,2,high
high,small,more,unacc,high,2,high
high,med,more,unacc,low,2,high
high,med,more,unacc,med,2,high
high,med,more,acc,high,2,high
high,big,more,unacc,low,2,high
high,big,more,acc,med,2,high
high,big,more,acc,high,2,high
high,small,2,unacc,low,3,high
high,small,2,unacc,med,3,high
high,small,2,unacc,high,3,high
high,med,2,unacc,low,3,high
high,med,2,unacc,med,3,high
high,med,2,unacc,high,3,high
high,big,2,unacc,low,3,high
high,big,2,unacc,med,3,high
high,big,2,unacc,high,3,high
high,small,4,unacc,low,3,high
high,small,4,unacc,med,3,high
high,small,4,acc,high,3,high
high,med,4,unacc,low,3,high
high,med,4,unacc,med,3,high
high,med,4,acc,high,3,high
high,big,4,unacc,low,3,high
high,big,4,acc,med,3,high
high,big,4,acc,high,3,high
high,small,more,unacc,low,3,high
high,small,more,unacc,med,3,high
high,small,more,acc,high,3,high
high,med,more,unacc,low,3,high
high,med,more,acc,med,3,high
high,med,more,acc,high,3,high
high,big,more,unacc,low,3,high
high,big,more,acc,med,3,high
high,big,more,acc,high,3,high
high,small,2,unacc,low,4,high
high,small,2,unacc,med,4,high
high,small,2,unacc,high,4,high
high,med,2,unacc,low,4,high
high,med,2,unacc,med,4,high
high,med,2,unacc,high,4,high
high,big,2,unacc,low,4,high
high,big,2,unacc,med,4,high
high,big,2,unacc,high,4,high
high,small,4,unacc,low,4,high
high,small,4,unacc,med,4,high
high,small,4,acc,high,4,high
high,med,4,unacc,low,4,high
high,med,4,acc,med,4,high
high,med,4,acc,high,4,high
high,big,4,unacc,low,4,high
high,big,4,acc,med,4,high
high,big,4,acc,high,4,high
high,small,more,unacc,low,4,high
high,small,more,unacc,med,4,high
high,small,more,acc,high,4,high
high,med,more,unacc,low,4,high
high,med,more,acc,med,4,high
high,med,more,acc,high,4,high
high,big,more,unacc,low,4,high
high,big,more,acc,med,4,high
high,big,more,acc,high,4,high
high,small,2,unacc,low,5more,high
high,small,2,unacc,med,5more,high
high,small,2,unacc,high,5more,high
high,med,2,unacc,low,5more,high
high,med,2,unacc,med,5more,high
high,med,2,unacc,high,5more,high
high,big,2,unacc,low,5more,high
high,big,2,unacc,med,5more,high
high,big,2,unacc,high,5more,high
high,small,4,unacc,low,5more,high
high,small,4,unacc,med,5more,high
high,small,4,acc,high,5more,high
high,med,4,unacc,low,5more,high
high,med,4,acc,med,5more,high
high,med,4,acc,high,5more,high
high,big,4,unacc,low,5more,high
high,big,4,acc,med,5more,high
high,big,4,acc,high,5more,high
high,small,more,unacc,low,5more,high
high,small,more,unacc,med,5more,high
high,small,more,acc,high,5more,high
high,med,more,unacc,low,5more,high
high,med,more,acc,med,5more,high
high,med,more,acc,high,5more,high
high,big,more,unacc,low,5more,high
high,big,more,acc,med,5more,high
high,big,more,acc,high,5more,high
med,small,2,unacc,low,2,high
med,small,2,unacc,med,2,high
med,small,2,unacc,high,2,high
med,med,2,unacc,low,2,high
med,med,2,unacc,med,2,high
med,med,2,unacc,high,2,high
med,big,2,unacc,low,2,high
med,big,2,unacc,med,2,high
med,big,2,unacc,high,2,high
med,small,4,unacc,low,2,high
med,small,4,unacc,med,2,high
med,small,4,acc,high,2,high
med,med,4,unacc,low,2,high
med,med,4,unacc,med,2,high
med,med,4,acc,high,2,high
med,big,4,unacc,low,2,high
med,big,4,acc,med,2,high
med,big,4,acc,high,2,high
med,small,more,unacc,low,2,high
med,small,more,unacc,med,2,high
med,small,more,unacc,high,2,high
med,med,more,unacc,low,2,high
med,med,more,unacc,med,2,high
med,med,more,acc,high,2,high
med,big,more,unacc,low,2,high
med,big,more,acc,med,2,high
med,big,more,acc,high,2,high
med,small,2,unacc,low,3,high
med,small,2,unacc,med,3,high
med,small,2,unacc,high,3,high
med,med,2,unacc,low,3,high
med,med,2,unacc,med,3,high
med,med,2,unacc,high,3,high
med,big,2,unacc,low,3,high
med,big,2,unacc,med,3,high
med,big,2,unacc,high,3,high
med,small,4,unacc,low,3,high
med,small,4,unacc,med,3,high
med,small,4,acc,high,3,high
med,med,4,unacc,low,3,high
med,med,4,unacc,med,3,high
med,med,4,acc,high,3,high
med,big,4,unacc,low,3,high
med,big,4,acc,med,3,high
med,big,4,acc,high,3,high
med,small,more,unacc,low,3,high
med,small,more,unacc,med,3,high
med,small,more,acc,high,3,high
med,med,more,unacc,low,3,high
med,med,more,acc,med,3,high
med,med,more,acc,high,3,high
med,big,more,unacc,low,3,high
med,big,more,acc,med,3,high
med,big,more,acc,high,3,high
med,small,2,unacc,low,4,high
med,small,2,unacc,med,4,high
med,small,2,unacc,high,4,high
med,med,2,unacc,low,4,high
med,med,2,unacc,med,4,high
med,med,2,unacc,high,4,high
med,big,2,unacc,low,4,high
med,big,2,unacc,med,4,high
med,big,2,unacc,high,4,high
med,small,4,unacc,low,4,high
med,small,4,unacc,med,4,high
med,small,4,acc,high,4,high
med,med,4,unacc,low,4,high
med,med,4,acc,med,4,high
med,med,4,acc,high,4,high
med,big,4,unacc,low,4,high
med,big,4,acc,med,4,high
med,big,4,acc,high,4,high
med,small,more,unacc,low,4,high
med,small,more,unacc,med,4,high
med,small,more,acc,high,4,high
med,med,more,unacc,low,4,high
med,med,more,acc,med,4,high
med,med,more,acc,high,4,high
med,big,more,unacc,low,4,high
med,big,more,acc,med,4,high
med,big,more,acc,high,4,high
med,small,2,unacc,low,5more,high
med,small,2,unacc,med,5more,high
med,small,2,unacc,high,5more,high
med,med,2,unacc,low,5more,high
med,med,2,unacc,med,5more,high
med,med,2,unacc,high,5more,high
med,big,2,unacc,low,5more,high
med,big,2,unacc,med,5more,high
med,big,2,unacc,high,5more,high
med,small,4,unacc,low,5more,high
med,small,4,unacc,med,5more,high
med,small,4,acc,high,5more,high
med,med,4,unacc,low,5more,high
med,med,4,acc,med,5more,high
med,med,4,acc,high,5more,high
med,big,4,unacc,low,5more,high
med,big,4,acc,med,5more,high
med,big,4,acc,high,5more,high
